,Unnamed: 0,Vehicle_Title,Review,Rating,Year,Company
51981,73788,Civic Sedan LX 4dr Sedan (1.8L 4cyl 5A)," When I bought I never thought I had to see a mechanic again for a long time . Wrong. I had minor and major problems. Although I still love my Civic. Maybe it happens 1 in 1000 I don't know. Hope it's not a lemon. First had to go back to replace split sun visor. Then battery. ( some times when starting engines makes a zzzzzzzrrrrrr sound. And engines does not start.) dealer adviser told me battery was changed. It won't happen again. Wrong still same . But I gave up on that. Second I had to have my Civic towed to dealer with tensioner belt, tensioner bolt, water pump and don't know what else. That day I wondered myself if I had bought a lemon car.",4.625,2007.0,Honda
122322,164792,Liberty SUV Sport 4WD 4dr SUV (2.4L 4cyl 6M)," Bought my 05' Liberty Sport 4wd used in 2014 with 137,000k on it. One day of ownership the radiator was cracked and had to replace, drove good for a few months after that but then had to replace the Ujoints, ac works when it wants, horrible raddeling when heat or ac is on, leaks tranny fluid, oil, and coolant like crazy! Had to replace the steering column about a month ago and while the dealer was looking at it he noticed the transfer case needs replaced also front and back differential. Can't drive far bc it shakes so bad at 30mph! The seats are very uncomfortable, the speakers suck, road noise was a given since it is a Jeep. Great off-roading and in the snow but not long trips. Yes the gas mileage is bad but what do except for the year and a 3.7L. I still want to give Jeep another try and will buy another but maybe a Wrangler next.",4.0,2005.0,Jeep
139737,189587,Crown Victoria Sedan LX 4dr Sedan (4.6L 8cyl 4A), LX Sport. Very comfortable ride. Great power. Like the center console shift. nice for downshift braking on hills. Great passing power even with 4 adults ,5.0,2004.0,Ford
200630,276000,Suburban SUV 1500 4WD 4dr SUV (5.3L 8cyl 4A)," The Suburban is perfect for a family of five or more.  Plenty of room for all the kids, dog, sporting equipment and carpool.  Handles better than most cars while offering the safety of a truck.  Auto 4 option is perfect for rain slick roads.",4.875,2001.0,Chevrolet
74734,101965,Avalon Sedan XLS 4dr Sedan (3.5L 6cyl 5A), We own three cars one of which is a 2005 Avalon.  Never have I had a luxury car that drove or rode smoothly as this car.  It rides like the large Lexus for half the price.  Our Avalon is very easy on the gas too.  I am in love with my Avalon and will definitely purchase another when ready to trade.   ,5.0,2005.0,Toyota
3598,4856,Golf Diesel 2.0L TDI 2dr Hatchback (2.0L 4cyl Turbodiesel 6AM)," I did my homework to get my wife an economical car that would be an upgrade to her horrid corolla. Went with the TDI due to its track history. Fuel economy is better than EPA estimates. Driving it is smooth, fun and flawless. My wife loves to push its acceleration abilities. Handles brilliantly. Brakes are solid. The displays are great and intuitive. Bluetooth audio is pretty sweet as well -they don't advertise that feature. I like driving it more than my Saab 9-3 2.0T except for the fact that it is red. This car beats many Audi's in price and comfort (same maker, I know).Overall, the best car I have owned and one of the few I would buy new due to its high resale value.",4.625,2013.0,Volkswagen
175964,241469,Charger Sedan 3.5L 4dr Sedan AWD (3.5L 6cyl 5A)," I replaced an AWD Magnum with this AWD Charger.  A lot has been updated in five years in this essentially similar Dodge.  First thing noticed is the improved interior.  The seats are still firm, supportive and comfortable, but the trim and finishes in the Charger are much nicer, with brushed metallic accents against charcoal.  The AWD system now reverts to two wheel drive when AWD isn't needed.  This nets a couple more miles per gallon.  I'm averaging just under 23 mpg in mixed suburban and expressway driving on my 45 mile trip to work.  Most recent tank of gas got me 28.5 mpg, truly impressive for a large, very solid vehicle.  Handling is secure, and AWD great in slippery weather.",4.5,2010.0,Dodge
17423,25363,Town Car Sedan Signature 4dr Sedan (4.6L 8cyl 4A)," Bought the car after selling my '02 Corvette.  So far I have been impressed with the ride, power, and comfort.  The car is larger than most others, but handling is easy and responsive.  I have owned BMW and Caddy.  I was supprised with the overall satisfaction of owning this car. This car will really win you over when you drive it, not just around the block, really try it out for several hours and see for yourself.",4.25,2005.0,Lincoln
70262,97079,Elantra Sedan Limited 4dr Sedan (1.8L 4cyl 6A), Great reliable car,5.0,2013.0,Hyundai
142447,193261,Explorer Sport Trac Crew Cab XLT Premium Rwd 4dr Crew Cab (4.0L 6cyl 5A)," This has been a great truck. Fits our lifestyle nicely, can still put a 4x8 sheet of plywood in the back, seat 5 adults comfortably, tow a utility trailer and still drive the thing around downtown and not have difficulty finding a parking spot. Biggest disappointment is the gas mileage. I can't understand how a 6 cylinder not being driven hard gets such poor mileage. Build quality is great and I haven't had a single problem with it.",4.25,2005.0,Ford
91729,124236,Cadenza Sedan Premium 4dr Sedan (3.3L 6cyl 6A)," I have about 2K miles on a 2015.   The Car looks nice, drives well and has good acceleration.   Pricing was good.   However buyers should know a couple of things:1.  These cars depreciate  pretty quickly.   Do you own comparison.  Suggest a lease2.   The handling is comfortable but not sportyMy one disappointment has been the built in GPS  which simply consistently make VERY strange routing systems.   The system allows you to pre-program selections such as ""avoid tolls""  but it has just been horrible.   I am disappointed that i use Google on my smart phone for navigation although its not a huge deal.   Positives are the roof (cool), the look (nice...looks a lot like a Lexus) ,   the acceleration is good,  comfort is good. Very spacious.",4.0,2015.0,Kia
194845,268152,Silverado 1500 Crew Cab LT2 4dr Crew Cab 4WD 5.8 ft. SB (5.3L 8cyl 4A)," I average 16-18 combines, 16 city and 18-20 highway. Towing the Coquihalla highway with our travel trailer (22ft komfort) ~4000KG I got about 8mpg. coming back down the Coq, I averages 13-15mpg.",4.0,2007.0,Chevrolet
113324,152731,IS 300 Sedan E-Shift 4dr Sedan (3.0L 6cyl 5A)," I am an absolute Lexus convert - there is nothing more fun than driving this car. Living in teh city, I didn't was a mid-size car; I preferred to have something more compact, but I wanted a sporty sedan with a luxury feel and that's exactly what I got. It's stylish and peppy, but has luxury components.",5.0,2004.0,Lexus
55860,78830,Accord Sedan Touring 4dr Sedan (2.0L 4cyl Turbo 10A)," Decent incentives right now, we were able to get ~$3k off MSRP.  Love all of the technology built into this car.  However, the biggest selling point for our family of four was interior room.  I did months of research on the new Accord and nothing in this class really comes close.  We downsized from a Honda Pilot so we were concerned about leg room and the loss of utility that came with having a SUV.  While I do miss the auto opening and closing hatch on the Pilot, the roominess and overall comfortable feeling in the interior works very well for us.  Almost seems like we have more interior room.  I am 6'4"" and can put the drivers seat all the way back and my 5' tall daughter still has plenty of leg/knee room.  Love Love Love the 10 speed auto and 2.0 turbo.  Never owned an Accord before so I can't compare my 2.0T to the previous V6 models.  However, the transmissions works quickly and smooth and the car is much quicker than I expected it to be.   My only complaint, and it is a small one, is I wish on the Touring trim Honda would have added the USB ports in the back console for the rear passengers.  You can buy it as a add on at the time of purchase but it is not cheap to have it installed, so we opted not to do it.  Should just be included.  I am also scared to death of damaging these massive and beautiful 19"" rims.  I hope they hold up to these Ohio winters.",5.0,2018.0,Honda
15141,21789,Rover Range Rover Sport SUV Supercharged 4dr SUV 4WD (4.2L 8cyl S/C 6A)," Have owned two weeks now and so far very happy with this vehicle.  Performs very well on dry, wet and snow covered roads from acceleration to handling and braking.  Tried all the competitors and for the best choice for performance plus off road capabilities this vehicle won the contest.  I did not buy this for fuel economy (who buys a supercharged car for good gas mileage) so I am not put off by the 14 mpg I am getting.  ",4.625,2008.0,Land
147451,200798,Bonneville Sedan GXP 4dr Sedan (4.6L 8cyl 4A)," I've owned a 77, 78, 93 and 94 Bonneville.  By far, this 2004 GXP is a huge leap forward in performance, safety and design compared to what's already come along.  Mine has all the options, and handles beautifully.  Acceleration is phenomenal, and braking power is fantastic.  The GXP stays glued to the road, and I feel very confident driving in a downpour (had my chance to check for leaks - no leaks!) The instrument panel and dash have a huge wow! factor at night, and the headlights really reach out for quite a distance.  I've already put over 800 miles on it in 6 days, mostly highway miles, and simply love the car.",4.875,2004.0,Pontiac
168577,229853,XC90 SUV V8 4dr SUV AWD (4.4L 8cyl 6A)," We leased our 2nd XC 90 in August 2008, and couldn't be happier. Our first lease was a 2006 XC 90 with the 5 cyl. turbo, and it was a mediocre performer. Way underpowered, it worked so hard all the time it got horrible gas mileage and forget trying to get it to do a 50 to 70 pass on the highway. It had some warrenty work, but none of the horror stories I have read elsewhere.  Based on the improved reliability cited by consumer's reports, we decided to lease a new V8. It is light years better - it feels like a completely different car, and the gas mileage is about the same between the two.  There are only minor differences between the model yrs, and the incentives made them the same price!",4.875,2008.0,Volvo
161395,220186,Maxima Sedan 3.5 SE 4dr Sedan (3.5L 6cyl CVT), I have had my Maxima for just over 1 month now and I love it.  Great features and the CTV transmission is flawless.  This car is fun to drive!,4.875,2008.0,Nissan
130152,175794,F-150 Extended Cab XLT 3dr Extended Cab Stepside SB," I bought my truck new 5 years ago. I'm a woman and a mother and I've been driving pick-ups for over 20 years.  This has been my favorite!  Very reliable, quiet, tight and trustworthy! No mechanical or cosmetic problems thus far. I love my big V-8, it's got loads of get-up and go!  And thanks to the air-bag option, I can cart 3 kids around, no problem...and still haul cargo!  And the best part:  People still tell me ""Hey, nice truck!"".",4.625,1998.0,Ford
130461,176143,F-150 SuperCrew 4dr SuperCrew FX4 4WD Styleside 5.5 ft. SB (5.4L 8cyl 4A)," What can I say but ... I LOVE MY TRUCK! Enjoy all the comments by the guys I work with telling me how ""good"" my truck looks and how big it is.  Super nice on long drives, great appearance, has the flow-masters on it and man it has a good throaty growl to it.  Just overall, I love my truck!",4.75,2005.0,Ford
25490,36963,Z4 Convertible 2.5i 2dr Roadster (2.5L 6cyl 5M)," Bought car with 28,000 miles on it and it's a dream sports car. Great performance, responsive and quiet, even with the top down. It's nearly as quiet as my lexus with the top up. Very comfortable, very fast, very happy. I'm always looking for a reason to drive somewhere.",4.75,2003.0,BMW
185642,253868,Sebring Sedan 4dr Sedan (2.4L 4cyl 4A)," The 4 cyl Sebring is an attractive if somewhat basic car. The interior is well designed and presents well. It's cruise control, remote entry/trunk release and power locks/windows/mirrors provide the basic luxury you'd expect, but that's about it. The MP3 stereo is a nice touch. The MPG is as advertised. There is a recall on a part that can cause a high pitch whine while driving, though its not advertised anywhere (my car has 24k miles on it). The 4 cyl is surprisingly spunky, offering some thrill factor, but not off the line. The 2007 Sebring 4 cyl offers basic luxury in an attractive package for a reasonable price. In today's gas market, it's not a bad alternative to the V6's.",3.75,2007.0,Chrysler
84869,115703,Venza Wagon 4dr Wagon AWD (3.5L 6cyl 6A), I'm really satisfied with my Venza. It is a joy to drive and I feel very comfortable at the wheel. It's got nice acceleration and plenty of cargo space for it's size. The ride height is great and can traverse the muddy roads during spring break-up in Alaska. Driving in the snow and ice was not a problem in the least.,4.0,2011.0,Toyota
25271,36640,M3 Convertible 2dr Convertible (4.0L 8cyl 6M)," You think you're buying an outstanding vehicle until you actually take ownership. BMW goes above and beyond allowing for just about every little adjustment possible. If you want cargo room or great gas mileage don't buy this vehicle. If you want the driving experience of a lifetime this is the car for you. It sounds like a race car, drives like a race car, brakes like a race car and feels like a race car, BUT you can adjust the power, suspension and comfort levels to your liking. There really aren't enough words in this section to describe this vehicle.",5.0,2009.0,BMW
203465,280485,TrailBlazer SS SS 4dr SUV AWD w/3SS (6.0L 8cyl 4A), This is the most fun SUV I've ever driven. The power is super & the handling is more like a sports car. If the bad mileage doesn't bother you this SUV is hands down the best performace SUV out there. Only had a minor problem so far & it was fixed promply. Where else can you get a Corvette engine & handling package in a SUV.,4.5,2008.0,Chevrolet
125087,168592,Mustang Convertible GT Deluxe 2dr Convertible (4.6L 8cyl 5M)," I bought this car as my first sports car and have been loving every minute of it. The sound, the ride, the style, everything is amazing. With an intake, tune, and an exhaust system, and the car turned into a completely different animal. I have the California Special in Performance White and it stands out from even other Mustangs.",4.5,2007.0,Ford
96489,130237,Soul Wagon + 4dr Wagon (2.0L 4cyl 4A), ,3.0,2011.0,Kia
171332,233572,Sprinter Cargo Van 3500 High Roof 158 WB 3dr Ext Van DRW (2.7L 5cyl Turbodiesel 5A)," Just bought a 158"" dualie 3500 SuperHighCab that is built for a touring band, with 4 luxury captain's chairs behind the driver/passenger compartment. It has the upgraded transmission cooler pump for towing and no passenger rear sliding door. Entry into the cargo area is through the back doors. Great standup height, lots of room to build custom benches/bunks in the back. Also, solid towing power and passing speed when towing 3500lb trailer. ",5.0,2005.0,Dodge
154507,211336,Pathfinder SUV SE 4dr SUV 4WD," Bought my 1997 in 2000 with 80k on it.  I now have 235k.  Over the last 7 years and 150 I have done little more than required maintenance.  I have done the following one time: belts, alternator, shocks & struts, muffler.  All fluids are changed regularly and I just did the second tire replacement.  The only unexpected replacement was the rear trailing arm bushings that cost me 150 in parts and a few hours of work. The dealer will do it for about 650.  Overall it has been an excellent reliable truck that I expect to see 300k without any major issues. ",4.5,1997.0,Nissan
79357,108999,Camry Solara Convertible SLE V6 2dr Convertible (3.3L 6cyl 5A)," Im very disappointed on how the car's finish has held up. My sun visors on both sides have been replaced 3 time because of a wear hole in the same place, dashboard marks up and cant remove marks, top has a hole in it from where it folds over when the top is down, window rubber stoppers keep falling off after 3 repairs, door panel is coming undone and about 5 more things that are poor quality. Ive been to the dealership MANY times and was told by Toyota area tech that Toyota doesnt care and thats what happens to convertibles when exposed to the sun. POOR ENGINEERING!!! I thought I was buying a Toyota and a company that stands behind without a fight, but I was wrong. This was my 5th new Toyota.",3.75,2006.0,Toyota
25228,36597,M3 Convertible 2dr Convertible (3.2L 6cyl 6M)," Great car, but the sophistication of the OBDII (Computer) makes for alot of trouble with failed sensors.  Also, got a bum transmission... BMW is standing behind all of this, I am just tired of taking it to the shop (once every other month!)",4.75,2001.0,BMW
10784,15382,Yukon SUV Denali 4dr SUV 4WD," This is a great SUV, best I've ever owned; handles good on road (Ice and snow). Heavy enough for windy days, I have over 300,000 miles and have had only minor problems (Less than $500 repairs) and I pull a 28' camper every weekend. Mileage is poor, but the comfort and handling make up for it.",5.0,1999.0,GMC
205017,282457,Impala Sedan 4dr Sedan (3.4L 6cyl 4A)," transmission went at 127,000 miles. That's just unacceptable. I actually liked the car until this happened.",3.0,2001.0,Chevrolet
23855,34454,3 Series Wagon 325i Rwd 4dr Sport Wagon (2.5L 6cyl 5M)," Looking at the IS300, C Class, X-Type, etc., the 3 Series is by far the best.  Most comfortable, most mible, most fun.",5.0,2002.0,BMW
176929,242434,Caliber Wagon SXT 4dr Wagon (1.8L 4cyl 5M)," I love this car. The CVT shifts seamlessly, and this car takes off like a rocket!!! If you keep your foot off the floor, it gets excellent gas mileage. I've got almost 38k miles on this car, and it still runs like it did when it was new. The steering system is tight! It corners like a compact, and has a lot of power for a four-cylinder. Go Dodge!!!",4.875,2008.0,Dodge
150284,205271,Eclipse Spyder Convertible GS 2dr Convertible (2.4L 4cyl 5M)," I owed an Eclipse Spyder in the past and I loved it.  This is still new to me and I have had the chance to drive it around the city and I love it.  It is a little loud when shifting, but it's awesome.",4.375,2007.0,Mitsubishi
74153,101310,Veracruz SUV Limited 4dr SUV (3.8L 6cyl 6A)," Great vehicle, would have bought another if the had not been discontinued/ replaced by Santa Fe 7 passenger",5.0,2010.0,Hyundai
200689,276117,Suburban SUV 2500 LS Rwd 4dr SUV (6.0L 8cyl 4A)," This vehicle was built in Mexico which may be why I had so many problems when many with 1500's are happy.   Had multiple electrical problems including airbag connection shorts, EBCM (brake controller) replacement, door sensors in the latches, alternator whine in stereo, door open false inmdicators.  Piece of crap, but hauled our 6000lb trailer well.   Any more than that and i would have wanted the big block (which i eventually got anyway to get out of this thing).  For large families who two, the ride of this vehicle can't be beet.  GM can certainly engineer a vehicle, they just need to build it to hold up better.",3.75,2003.0,Chevrolet
204506,281938,Impala Sedan LT 4dr Sedan w/2LT (3.6L 6cyl 6A)," I liked this car until winter came.This is by far the worst vehicle I have ever driven in snow, worse even than my Cruze, Cobalt and Grand Am.I can be on level ground on 2 inches of snow and just sit and spin.I took it to the dealer to see if they would check the tires and see what's going on, but they brushed me off and said they couldn't look at it.",3.5,2014.0,Chevrolet
177924,243689,M45 Sedan 4dr Sedan (4.5L 8cyl 5A)," Purchased the car about 8 months ago. It had 124,000 miles on it. I was on a local government auction site and saw it. I wasn't even looking for a car. I was actually looking for something else not car related. It had issues. Needed paint, starter, driver seat and some tlc. I checked for recalls and found that it had 2 recalls that needed to be done. Infiniti fixed them. While at the Infiniti Shop they saw that the gas gauge wasn't working properly. That was a $1000.00+ to repair. So after getting it painted, a new driver seat, starter and putting some tlc in it at an additional cost of $1000.00+ I finally think I have a great running car. Car has some get up to it. ",4.25,2003.0,INFINITI
88876,120171,Matrix Wagon XR AWD 4dr Wagon (1.8L 4cyl 4A)," My wife has owned this car for three years now.  It averages about 28 mpg and it's size is deceiving.   Things I like: size, seat height, fuel econmomy.   Things I hate: performance - it can't hardly get out of it's own way. This is the worst performing car we have ever owned.     Seating position in relation to the steering wheel, console and door arm rest.  Who designed this?  My knee is against the shifter console and my arms are straight out to reach the wheel. The door arm rest is too far back as is the storage console to rest your arm while holding the wheel, if you can reach it.   POOR Performing AC unit. This car has too much glass and not enough cooling capacity.",3.125,2003.0,Toyota
194633,267837,Silverado 1500 Regular Cab 2dr Regular Cab 4WD SB (4.3L 6cyl 5M)," 110% do it all truck no matter weather or conditions, small load or large, with no worries. All around truck. Comfort. Hard worker. If you want a gentle beast, why would anyone throw away their money on any other?",5.0,2002.0,Chevrolet
48515,69855,Insight Hatchback 2dr Hatchback (1.0L 3cyl gas/electric hybrid 5M)," There are the rest and then there is the insight that is the best.  The insight inside and out makes other cars look old and outdated.  Heads will turn when you drive this car.  Be prepared to answer alot of questions. It looks and drives like no other car on the road.  So why has Honda been so quite about this great car?  Are they still losing money for every insight they sell.  Well get out the word, this car is worth every dollar.",5.0,2004.0,Honda
162919,221789,Versa Hatchback 1.8 S 4dr Hatchback (1.8L 4cyl 4A)," During my last vacation, I rented a car that turned out to be a 2010 Nissan Versa S HB. I loved it so much, when I got back home, I went and bought one!",5.0,2010.0,Nissan
52970,74902,Civic Hybrid Hybrid 4dr Sedan (1.3L 4cyl gas/electric hybrid CVT)," I think that's the best car for those who drives state-to-state . Great mileage.  Since I have this car, I never get any troubles. You can't go wrong with Honda! I hardly see any maintance .... runs good!",5.0,2005.0,Honda
86809,117972,Highlander SUV XLE 4dr SUV AWD (3.5L 6cyl 8A)," From a man's point of view, I wanted to have only one new vehicle for both intown and cross country travel. This 2017 Highlander LXE replaced a 2009 Highlander AWD Sport with 200K on it that only had one part (less than $400) replaced.  Obviously that vehicle was passed down in the family.  We pull a 4300 pound travel trailer and  with wind and elevation gain the 09 got around 9 to 10mpg at 70mph.  With no bike rack or trailer, it averaged 23-24mpg on the highway.  The 2017 gets around 15mpg pulling the trailer and pulls much easier with the additional HP and speeds.  My wife enjoys all the safety features, GPS and phone system.  We have had the vehicle for only 1 month so can not comment on reliability,",5.0,2017.0,Toyota
172851,236451,Ram Pickup 1500 Extended Cab ST 2dr Extended Cab SB, I have had no problems with this pickup. The only time it has seen the garage was to replace the driver bench seat that had a manufacturers defect. The gas mileage is not so good.,4.375,1999.0,Dodge
5115,6979,Cabrio Convertible GLX 2dr Convertible (2.0L 4cyl 5M)," My wife always said she loved her VW. It was cute and the test drive was fun but the honeymoon was short lived. There were many problems with it over the years. Included were electrical issues, power Windows, chronic check engine light, air conditioner, on & on. Every time we got it back from the shop we were lucky if it would go 2 weeks before something else was needed. We had to keep a list so we could remember what to tell the service writer. VW dealer was to expensive for parts & labor and everything had to be done at the dealer. Last VW in our family if I have anything to say about it.",2.875,2002.0,Volkswagen
43848,64539,Millenia Sedan S 4dr Sedan," I love this car!  I first learned about the Millenia when I drove a standard version.  I liked everything about it, except that I wanted a little more power.  The S gives you that power.  Great performer on the highways - the smoothest accelerating car I've ever driven.  Great sound system, great car for long-distance driving.",4.875,2000.0,Mazda
19777,28579,X5 Diesel xDrive35d 4dr SUV AWD (3.0L 6cyl Turbodiesel 6A)," I researched and test drove all the leading 2010 SUVs that are not gas hogs.  Far and away the BMW X5 diesel was the best driving experience.  Mercedes was #2 and Lexus was #3.  The x5 diesel was the most responsive under all driving conditions.  It combines the right amount of power with a great feel for the road.  The brakes are incredible.  The acceleration is excellent.  The ergonomics are outstanding.  For me, the engineers at BMW have really done their homework.  I love the iDrive interface and the integration with my Apple iPhone and iPod.  The backup sensors, rear camera and overhead view are superior to anything I saw from other manufacturers.    Very happy with my choice.",5.0,2010.0,BMW
50920,72554,CR-V SUV EX AWD 4dr SUV (2.4L 4cyl 5M)," My 2002 CR-V EX is the fourth Honda I have owned and my eighth vehicle. My last four vehicles have all been Honda's. I don't have much negative to say about it. The only trouble I've experienced, has been with Gas Filler threads causing the Gas Cap to be a little hard to put on. I had one of the front stabilizer links to pop off on one end. Other than that it has been a great vehicle. It has over 100,000 miles on it, but looks, drives, feels and sounds like it only has 100 miles. I will probably never own anything but a Honda.   ",4.0,2002.0,Honda
159530,217815,Altima Sedan 2.5 SL 4dr Sedan (2.5L 4cyl CVT)," We love this car. have bought 4 new Nissans over the years. Thought I finally found the maker to make me happy. Have had great luck but hear it comes don't know if it happens down south but I have 20,000 miles on it and its rusting around the crome strip on trunk. Coworker has the same problem on his 13 with 40,000 on it dealer said to bad that it would only be covered if under 36,000 miles. I will get it fixed under warranty when I take it in but it will come but in a year. Dealer knows about all of it for its happening to all of them. Nissan needs to step up but we know it will not happen. oh well I'll try a Toy or Acura next time. Not a good way to retain new car buyers.",5.0,2014.0,Nissan
83100,113716,Prius v Wagon Five 4dr Wagon (1.8L 4cyl gas/electric hybrid CVT)," Perfect for folks with small family , or adventurous singles that need the cargo space.  We can get lots of gear in this car that has more cargo capacity than some midsized SUV s . And fantastic gas mileage of 43 to 56 mpg. Lowest on interstates and best on rural country roads where your speeds average 50 mph.  Love this car except for the front seat comfort. Too stiff , but they made it better in 2015. Handling is good . This is a perfect alternative to a small SUV with double the gas mileage. Reliability is Toyota terrific. Superbly dependable as with all the Toyota s I have owned.",4.0,2012.0,Toyota
127796,172419,Focus Sedan ZX4 S 4dr Sedan (2.0L 4cyl 5M)," The 2007 Ford Focus zx4 s pzev is a great buy. I had been driving around rental cars for 3 months prior to purchasing this car and i'd take it over any of those brand new rentals. Clutch feels awesome on this vehicle. Plus its manual everything!locks, windows, everything and none of those stupid touch buttons. Anything automatic on a car brakes eventually. I commute 2 hours a day and last leg of commute is up a mountain, it runs up it like nothing. brand new chevy cruze and sonic don't run up the mountain like the focus. Also tall head space, a 6 foot man wont smack his head on the ceiling coming in and out unlike Japanese imports. Only Con is the seats, not comfortable at all",4.625,2007.0,Ford
89696,121266,Tundra Regular Cab 2dr Regular Cab 4WD LB (5.7L 8cyl 6A)," Just got the truck 4 days ago, 250 miles on it. Breaking it in easy, but you can tell it has the power to do any job required. Rides like a car, quiet and smooth. Fits in the barn (9' garage door) but just fits. Looking forward to a long relationship with this truck.",4.625,2007.0,Toyota
130523,176205,F-150 SuperCrew XLT 4dr SuperCrew Styleside 5.5 ft. SB (3.7L 6cyl 6A)," 120k+ and still pulls hard, no issues had it awhile now and still comfortable. I do hear that people with wet or damp climates dont have intercooler issues. But Texas dirt and heat does fine.",5.0,2011.0,Ford
140900,190988,Explorer SUV Limited 4dr SUV AWD (3.5L 6cyl 6A)," Reliable, comfortable, great in snow and still looks like new after 5 years of daily use.",5.0,2011.0,Ford
36797,54546,R-Class Wagon R350 4dr Wagon AWD (3.5L 6cyl 7A)," This is our 3rd MB. The wife didn't want a minivan, and our ML was out growing our family. We got a great deal, $12000 off sticker! The R350 was the perfect choice for our family. It's large enough to fit 6 very comfortably and it's very luxurious. It's a large vehicle but it drives like a sedan. I've got a sports sedan and I even enjoy driving the R350. The NAVI is not as user friendly as the Japanese built cars but we are slowly getting used to it. We love the HK stereo and the panoramic roof. The wife appreciates the auto tailgate. The rear doors are a little too big at tight parking spaces. No regrets at all!",4.875,2006.0,Mercedes-Benz
134552,181321,Fusion Sedan SEL 4dr Sedan (3.0L 6cyl 6A)," I bought my 2006 Fusion at the year end model change over in Sept., 2006.  Having someone in the family that worked for Ford I got a great deal on it.  I wouldn't have lost 1 penny on it IF I had sold it in the first year.  I'm so glad I didn't.   After 12 yrs I am considering buying a new car...but after reading so many of the reviews and how many miles others got from their's I am hesitant.  My car has less than the average 12 yr old car but still over 100K so my son (the mechanic) is urging me to consider trading up.  Honestly this car hasn't cost me anything other than routine oil changes, tires and 1 tune up.   The only thing I can say bad about it is the paint has chipped down to bare metal in several spots over the wheel wells.  (oh yes, I did have one other expense - I did take the car to our local body shop and have them paint the rocker panels and they also coated them with something to help it resist the salt of Ohio roads in winter).   A wise man once said, "" the cheapest car to drive is the one you already have (if it's paid off)""  He said, ""even if you have to put a new engine or transmission in it - if it is sound in other respects , that's still cheaper than paying  tens of thousands for a new one"".   So I am considering taking the car to the body shop and having them touch up all those bare metal spots.    Also considering investing in an after market warranty just in case something major does go.",5.0,2006.0,Ford
140479,190560,Explorer SUV XLT 4WD 4dr SUV (4.0L 6cyl 5A), Purchased my ford explorer xlt brand new.  I love the safety of it. The comfort is great but the engine yuk. I've replaced the transmission once already.  Slowly parts start to go.  Fords attitude was your warranty is up nothing we can do!! I would buy it again only if the quality of the engine and trani were better.  And use better parts all around!! I love to buy american but lets see the quality and customer service get alot better!,3.375,2002.0,Ford
168682,229958,XC90 SUV T6 AWD 4dr SUV (2.9L 6cyl Turbo 4A)," Do Not buy this car!I was enamored by the nice look, the safey reputation, and the fun drive of this car.And despite warnings on this and other review sites, I went ahead and bought it.I got a used one for $10k.After a year of in-and-out of the mechanic, and countless $$'s spent on repairs, I finally junked it when the last repair estimate came to $11k.You would not believe how many ""car experts"" asked me how stupid I was to buy that car.Big...waste...of...money!Please do not buy this car.Don't be tempted like I was.You will regret it.I guarantee.",2.875,2004.0,Volvo
180184,246879,Q45 Sedan 4dr Sedan (1997.5)," Hope this helps with those questioning Infiniti Q45 reliability. I have owned this for 8+yrs now, the odometer reads 170K miles. The only parts needed replacement were alternator ($300) and an ABS relay ($25). All else are running flawlessly and my mileage is between 18-21 mpg (within specs). Can't be happier - I hope I can run this for another 5+yrs. Maintenance is simple: Flush all fluids (AT, PS, brake, differential, coolant) every 2 years - doesn't matter mileage or usage. Your vehicle will remain gold. No need to do 30k/60k etc, which are primarily inspection-only.",4.75,1997.0,INFINITI
157160,214882,Titan Crew Cab 4dr Crew Cab LE Rwd SB (5.6L 8cyl 5A)," At the time of this review, my truck is almost 14 years old, and I've been the proud owner for about 7 of those years (second owner). With 97,XXX and counting, I see a long future ahead for this one.  I plan to hold onto this truck for many years to come.... I purchased the truck with about 38,000 miles, and have not had any major issues to speak of. Other than regular maintenance (fluid changes, tune-up, belts, tires, batteries, etc...), and some minor upgrades (heavy duty shocks, CIA, exhaust, etc...) this truck never see's the shop. It's extremely responsive, has plenty of torque, and makes a great tow vehicle. That said, it's not the most comfortable truck I've owned, nor is the most agile.  Still it's a great truck and is probably the best vehicle purchase I've ever made (and I've owned a lot of vehicles), given the price I've paid, and the years of service I expect to get from it.",4.0,2004.0,Nissan
182459,249388,Concorde Sedan LX 4dr Sedan, I purchased a 2000 chrysler Concorde over 2 years ago and she's my baby. 100% reliable and this year as most reviews have reflected some years are bad with leaks and so on however the 2000 was the year that they fixed the tranny and lower motor leaks and seemingly fixed the seizing motor issue.,5.0,2000.0,Chrysler
19475,28128,X5 SUV 3.0si 4dr SUV AWD (3.0L 6cyl 6A)," Overall my wife and I love the X5, its classy, rides good, and gets decent mileage. Average 18 mpg in mixed driving, but 40 hp more would help move it better. On the Autobahn the faster you drive the better it runs and it gets the same 17 mpg at 110 as 80 mph!  We keep the baby seat in the center, but it lacks the latch anchors so we have to stagger the two side seat anchoring points. Also, my biggest beef with the X5 is the factory running boards.  While making it sportier they get in the way getting in/out.  My poor wife gets dirty every time she puts the baby seat in.  Lastly, the driver's seat always ends up in the wrong spot even w/memory seats, a few flaws that get irritating!",4.375,2008.0,BMW
